Uniprot ID,Gene-name,Lung,,,Spleen (White pulp),,,Liver,,,Heart,,, Renal cortex,,,Renal medulla,,,Testis,,,Thyroid,,
Q5T3I0,GPATCH4,,,,,,,0.6873 ,0.0022 ,0.0124 ,,,,,,,,,,,,,,,
Q5T3U5,ABCC10,-0.3142 ,0.0079 ,0.0415 ,,,,,,,,,,,,,,,,,,,,,
Q5T440,IBA57,,,,,,,,,,,,,-0.2986 ,0.0004 ,0.0038 ,,,,,,,0.6602 ,0.0013 ,0.0135 
Q5T4F4,ZFYVE27,,,,,,,,,,,,,0.4258 ,0.0000 ,0.0004 ,0.5719 ,0.0002 ,0.0118 ,,,,,,
Q5T5C0,STXBP5,,,,,,,,,,,,,0.5837 ,0.0064 ,0.0328 ,,,,,,,,,
Q5T5Y3,CAMSAP1,0.3217 ,0.0052 ,0.0310 ,,,,0.9548 ,0.0000 ,0.0005 ,,,,0.2919 ,0.0003 ,0.0029 ,,,,,,,,,
Q5T619,ZNF648,,,,,,,-0.8018 ,0.0090 ,0.0359 ,,,,,,,,,,,,,-3.0708 ,0.0075 ,0.0417 
Q5T653,MRPL2,0.5554 ,0.0000 ,0.0002 ,,,,0.6341 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q5T6F2,UBAP2,,,,,,,,,,0.3888 ,0.0025 ,0.0146 ,,,,,,,,,,,,
Q5T6J7,IDNK,,,,,,,,,,,,,-0.4721 ,0.0011 ,0.0084 ,,,,,,,,,
Q5T6V5,C9orf64,,,,-0.7784 ,0.0005 ,0.0048 ,-0.6764 ,0.0000 ,0.0002 ,-0.5071 ,0.0000 ,0.0000 ,-0.5260 ,0.0000 ,0.0002 ,-0.5794 ,0.0000 ,0.0012 ,,,,,,
Q5T7N3,KANK4,-0.6303 ,0.0060 ,0.0340 ,,,,,,,,,,-0.8241 ,0.0029 ,0.0176 ,,,,,,,,,
Q5T8D3,ACBD5,0.5073 ,0.0006 ,0.0067 ,0.5481 ,0.0020 ,0.0135 ,,,,,,,,,,,,,,,,0.4357 ,0.0055 ,0.0337 
Q5T8R8,C9orf66,,,,,,,,,,,,,-1.8641 ,0.0019 ,0.0127 ,,,,,,,,,
Q5T9A4,ATAD3B,0.8498 ,0.0000 ,0.0009 ,0.5045 ,0.0004 ,0.0041 ,,,,,,,,,,,,,,,,,,
Q5TA45,INTS11,,,,,,,0.2977 ,0.0017 ,0.0101 ,0.8172 ,0.0073 ,0.0321 ,,,,,,,,,,,,
Q5TA50,CPTP,,,,,,,,,,0.4318 ,0.0018 ,0.0115 ,,,,,,,,,,,,
Q5TAX3,TUT4,,,,-0.4474 ,0.0046 ,0.0247 ,,,,,,,,,,,,,,,,,,
Q5TBB1,RNASEH2B,,,,-0.3362 ,0.0036 ,0.0207 ,,,,,,,,,,,,,,,,,,
Q5TC82,RC3H1,,,,,,,0.7204 ,0.0002 ,0.0015 ,,,,,,,,,,,,,,,
Q5TD97,FHL5,,,,,,,,,,,,,0.6760 ,0.0013 ,0.0095 ,,,,,,,,,
Q5TDH0,DDI2,-0.6838 ,0.0067 ,0.0370 ,-0.5250 ,0.0000 ,0.0006 ,-0.3468 ,0.0118 ,0.0444 ,,,,,,,,,,,,,,,
Q5TEJ8,THEMIS2,,,,0.4849 ,0.0000 ,0.0009 ,,,,,,,,,,,,,,,,,,
Q5TEU4,NDUFAF5,0.4960 ,0.0001 ,0.0011 ,,,,,,,,,,,,,,,,,,,,,
Q5TGL8,PXDC1,,,,,,,,,,,,,0.5886 ,0.0001 ,0.0013 ,,,,,,,,,
Q5TGZ0,MICOS10,,,,,,,,,,,,,0.8703 ,0.0003 ,0.0031 ,,,,,,,,,
Q5THJ4,VPS13D,,,,,,,0.2879 ,0.0002 ,0.0021 ,,,,,,,,,,,,,0.3985 ,0.0004 ,0.0071 
Q5U5X0,LYRM7,,,,,,,,,,0.4239 ,0.0001 ,0.0012 ,,,,,,,,,,,,
Q5UCC4,EMC10,0.5590 ,0.0000 ,0.0001 ,0.3233 ,0.0002 ,0.0025 ,,,,-0.5940 ,0.0015 ,0.0100 ,,,,,,,,,,,,
Q5VIR6,VPS53,,,,,,,0.2769 ,0.0009 ,0.0060 ,,,,,,,,,,,,,,,
Q5VT06,CEP350,,,,,,,,,,,,,0.4235 ,0.0083 ,0.0395 ,,,,,,,,,
Q5VT25,CDC42BPA,-0.3414 ,0.0085 ,0.0435 ,,,,,,,-0.3156 ,0.0008 ,0.0065 ,,,,,,,,,,,,
Q5VTJ3,KLHDC7A,,,,,,,,,,,,,-0.3794 ,0.0014 ,0.0103 ,,,,,,,,,
Q5VTL8,PRPF38B,,,,,,,0.3888 ,0.0007 ,0.0053 ,,,,,,,,,,,,,1.1081 ,0.0000 ,0.0010 
Q5VU97,CACHD1,,,,,,,,,,,,,-0.5402 ,0.0000 ,0.0006 ,,,,,,,,,
Q5VVQ6,YOD1,,,,,,,,,,,,,,,,,,,,,,-1.8691 ,0.0090 ,0.0463 
Q5VW36,FOCAD,,,,,,,0.3412 ,0.0017 ,0.0102 ,,,,,,,,,,,,,,,
Q5VWN6,TASOR2,,,,,,,,,,,,,0.4464 ,0.0064 ,0.0325 ,,,,,,,,,
Q5VWQ8,DAB2IP,-0.4160 ,0.0011 ,0.0104 ,,,,0.2649 ,0.0027 ,0.0142 ,,,,0.3178 ,0.0000 ,0.0001 ,,,,,,,,,
Q5VXT5,SYPL2,,,,0.3853 ,0.0021 ,0.0142 ,,,,,,,,,,,,,,,,,,
Q5VYS8,TUT7,,,,,,,,,,,,,,,,0.4042 ,0.0025 ,0.0417 ,,,,,,
Q5VYX0,RNLS,,,,,,,,,,,,,-0.4614 ,0.0002 ,0.0023 ,,,,,,,,,
Q5VYY1,ANKRD22,,,,,,,,,,,,,0.5153 ,0.0010 ,0.0082 ,0.6109 ,0.0002 ,0.0110 ,,,,,,
Q5VZ18,SHE,-0.9889 ,0.0000 ,0.0003 ,,,,,,,,,,,,,,,,,,,,,
Q5VZ89,DENND4C,,,,,,,,,,0.2805 ,0.0000 ,0.0000 ,,,,,,,,,,,,
Q5W0U4,BSPRY,,,,,,,,,,,,,,,,,,,,,,0.4895 ,0.0016 ,0.0154 
Q5W0V3,FAM160B1,,,,,,,,,,,,,,,,,,,,,,0.9428 ,0.0001 ,0.0022 
Q5W0Z9,ZDHHC20,,,,0.4913 ,0.0001 ,0.0017 ,,,,,,,0.3855 ,0.0001 ,0.0016 ,,,,,,,,,
Q5W111,SPRYD7,0.7032 ,0.0000 ,0.0004 ,,,,0.3554 ,0.0050 ,0.0229 ,,,,,,,,,,,,,0.4088 ,0.0020 ,0.0181 
Q5XKE5,KRT79,1.4080 ,0.0014 ,0.0127 ,,,,,,,,,,,,,,,,,,,,,
Q5XKP0,MICOS13,,,,0.4895 ,0.0000 ,0.0008 ,,,,,,,,,,,,,,,,,,
Q5XPI4,RNF123,-0.5517 ,0.0061 ,0.0345 ,-0.5318 ,0.0005 ,0.0048 ,,,,,,,,,,,,,,,,,,
Q5ZPR3,CD276,0.5560 ,0.0056 ,0.0325 ,,,,,,,,,,,,,,,,,,,,,
Q63HM1,AFMID,,,,,,,-1.1176 ,0.0083 ,0.0340 ,,,,-0.6771 ,0.0004 ,0.0037 ,,,,,,,,,
Q63HN8,RNF213,,,,,,,,,,,,,0.7541 ,0.0000 ,0.0004 ,0.3807 ,0.0004 ,0.0148 ,,,,,,
Q63HR2,TNS2,,,,0.7267 ,0.0000 ,0.0010 ,,,,,,,,,,,,,,,,0.5736 ,0.0005 ,0.0079 
Q63ZY3,KANK2,,,,0.5072 ,0.0000 ,0.0007 ,-0.6073 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q658P3,STEAP3,,,,,,,0.7566 ,0.0012 ,0.0075 ,0.4927 ,0.0000 ,0.0005 ,,,,,,,,,,0.7244 ,0.0020 ,0.0181 
Q676U5,ATG16L1,,,,,,,,,,,,,,,,,,,,,,0.3146 ,0.0014 ,0.0144 
Q687X5,STEAP4,0.8240 ,0.0005 ,0.0061 ,0.6338 ,0.0040 ,0.0220 ,0.5887 ,0.0002 ,0.0019 ,0.4447 ,0.0000 ,0.0000 ,0.7709 ,0.0000 ,0.0002 ,0.8325 ,0.0009 ,0.0240 ,,,,0.7793 ,0.0001 ,0.0031 
Q68CJ9,CREB3L3,,,,,,,1.0680 ,0.0031 ,0.0158 ,,,,,,,,,,,,,,,
Q68CQ4,DIEXF,0.3652 ,0.0002 ,0.0033 ,,,,0.5817 ,0.0001 ,0.0008 ,,,,0.2717 ,0.0071 ,0.0354 ,,,,,,,,,
Q68CR1,SEL1L3,0.6803 ,0.0011 ,0.0103 ,,,,,,,,,,,,,,,,,,,,,
Q68CZ2,TNS3,,,,0.4065 ,0.0029 ,0.0177 ,,,,,,,,,,,,,,,,,,
Q68D10,SPTY2D1,,,,,,,0.5595 ,0.0038 ,0.0187 ,,,,,,,,,,,,,,,
Q68D91,MBLAC2,,,,,,,,,,,,,-0.3156 ,0.0000 ,0.0002 ,,,,,,,,,
Q68DH5,LMBRD2,,,,0.4261 ,0.0000 ,0.0009 ,0.4832 ,0.0040 ,0.0194 ,,,,,,,,,,,,,,,
Q68E01,INTS3,,,,,,,,,,,,,0.2666 ,0.0025 ,0.0159 ,,,,,,,,,
Q695T7,SLC6A19,,,,,,,,,,,,,-0.7075 ,0.0008 ,0.0070 ,,,,,,,,,
Q69YN2,CWF19L1,,,,,,,,,,0.3167 ,0.0028 ,0.0156 ,,,,,,,,,,,,
Q69YN4,VIRMA,,,,,,,0.6849 ,0.0001 ,0.0011 ,,,,,,,,,,,,,,,
Q69YU5,C12orf73,,,,,,,,,,0.5417 ,0.0000 ,0.0003 ,,,,,,,,,,,,
Q6A1A2,PDPK2P,,,,,,,,,,-0.8257 ,0.0004 ,0.0038 ,,,,,,,,,,,,
Q6BCY4,CYB5R2,,,,,,,-0.3152 ,0.0018 ,0.0104 ,,,,-0.4057 ,0.0011 ,0.0086 ,-0.7833 ,0.0000 ,0.0001 ,,,,-0.8586 ,0.0000 ,0.0005 
Q6BDS2,UHRF1BP1,,,,0.3915 ,0.0017 ,0.0121 ,,,,,,,,,,,,,,,,-0.5032 ,0.0084 ,0.0444 
Q6DD88,ATL3,,,,0.5523 ,0.0001 ,0.0011 ,0.7802 ,0.0000 ,0.0000 ,,,,0.4644 ,0.0006 ,0.0055 ,,,,,,,,,
Q6DHV7,ADAL,,,,,,,,,,-0.5775 ,0.0000 ,0.0002 ,,,,,,,,,,,,
Q6DKI1,RPL7L1,,,,,,,0.6538 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.4851 ,0.0031 ,0.0237 
Q6DKI2,LGALS9C,,,,,,,0.5282 ,0.0019 ,0.0111 ,,,,,,,,,,,,,,,
Q6DKK2,TTC19,,,,0.5010 ,0.0114 ,0.0466 ,0.3360 ,0.0114 ,0.0429 ,0.2907 ,0.0000 ,0.0004 ,,,,,,,,,,0.5239 ,0.0093 ,0.0472 
Q6DN90,IQSEC1,,,,,,,-0.8295 ,0.0018 ,0.0104 ,,,,,,,,,,,,,,,
Q6FI81,CIAPIN1,,,,,,,0.4369 ,0.0000 ,0.0005 ,,,,,,,,,,,,,,,
Q6FIF0,ZFAND6,0.5399 ,0.0001 ,0.0015 ,,,,,,,,,,,,,,,,,,,,,
Q6GMR7,FAAH2,,,,,,,,,,,,,0.6302 ,0.0047 ,0.0261 ,,,,,,,,,
Q6GMV3,PTRHD1,,,,-0.5561 ,0.0005 ,0.0050 ,,,,,,,,,,,,,,,,,,
Q6GTX8,LAIR1,,,,0.5502 ,0.0020 ,0.0134 ,0.7125 ,0.0089 ,0.0356 ,,,,,,,,,,,,,,,
Q6I9Y2,THOC7,,,,0.3285 ,0.0084 ,0.0375 ,,,,,,,,,,,,,,,,0.4648 ,0.0015 ,0.0147 
Q6IA17,SIGIRR,,,,,,,,,,,,,-0.5536 ,0.0008 ,0.0064 ,,,,,,,,,
Q6IA69,NADSYN1,,,,-0.5285 ,0.0075 ,0.0347 ,,,,,,,,,,,,,,,,,,
Q6IAA8,LAMTOR1,,,,,,,,,,,,,,,,0.4552 ,0.0010 ,0.0256 ,,,,,,
Q6IAN0,DHRS7B,,,,0.4618 ,0.0049 ,0.0256 ,,,,,,,,,,,,,,,,0.4840 ,0.0005 ,0.0076 
Q6IB77,GLYAT,,,,,,,,,,,,,-0.3569 ,0.0006 ,0.0058 ,,,,,,,,,
Q6IBS0,TWF2,,,,,,,,,,,,,,,,-0.3923 ,0.0033 ,0.0480 ,,,,,,
Q6ICB0,DESI1,,,,,,,0.4750 ,0.0084 ,0.0343 ,,,,,,,,,,,,,,,
Q6ICG6,KIAA0930,0.3286 ,0.0044 ,0.0276 ,,,,,,,,,,,,,,,,,,,,,
Q6ICL3,TANGO2,-0.9366 ,0.0000 ,0.0003 ,-0.8260 ,0.0000 ,0.0003 ,,,,,,,,,,,,,,,,-0.5472 ,0.0040 ,0.0276 
Q6IPR1,ETFRF1,,,,,,,,,,0.2972 ,0.0005 ,0.0042 ,,,,,,,,,,,,
Q6IQ20,NAPEPLD,,,,,,,,,,,,,-0.7554 ,0.0000 ,0.0000 ,,,,,,,,,
Q6IQ23,PLEKHA7,,,,,,,0.4921 ,0.0000 ,0.0000 ,,,,-0.3294 ,0.0029 ,0.0174 ,,,,,,,,,
Q6IQ49,SDE2,,,,,,,0.4643 ,0.0003 ,0.0027 ,,,,0.2717 ,0.0002 ,0.0027 ,,,,,,,,,
Q6JBY9,RCSD1,,,,-0.9511 ,0.0003 ,0.0036 ,,,,,,,,,,,,,,,,,,
Q6JQN1,ACAD10,,,,,,,,,,,,,-0.4900 ,0.0004 ,0.0040 ,,,,,,,,,
Q6K0P9,PYHIN1,,,,,,,1.2489 ,0.0136 ,0.0492 ,,,,,,,0.9223 ,0.0026 ,0.0419 ,,,,,,
Q6KB66,KRT80,1.3666 ,0.0017 ,0.0140 ,,,,,,,0.7721 ,0.0023 ,0.0139 ,,,,,,,,,,,,
Q6L8Q7,PDE12,,,,,,,,,,0.2716 ,0.0004 ,0.0041 ,,,,,,,,,,,,
Q6MZP7,LIN54,,,,-0.3123 ,0.0077 ,0.0352 ,,,,,,,,,,,,,,,,,,
Q6N022,TENM4,,,,,,,,,,,,,,,,,,,,,,0.6529 ,0.0100 ,0.0498 
Q6N063,OGFOD2,,,,,,,-0.6647 ,0.0000 ,0.0000 ,,,,-0.6354 ,0.0000 ,0.0001 ,,,,,,,,,
Q6NTF9,RHBDD2,,,,,,,0.8502 ,0.0004 ,0.0034 ,,,,0.9270 ,0.0000 ,0.0005 ,1.3984 ,0.0000 ,0.0032 ,,,,,,
Q6NUK1,SLC25A24,0.4941 ,0.0008 ,0.0082 ,0.6961 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,,0.5764 ,0.0057 ,0.0344 
Q6NUK4,REEP3,,,,,,,,,,,,,0.2979 ,0.0004 ,0.0038 ,,,,,,,,,
Q6NUM9,RETSAT,0.4819 ,0.0044 ,0.0276 ,0.3090 ,0.0048 ,0.0251 ,,,,,,,,,,,,,,,,,,
Q6NUQ1,RINT1,,,,,,,0.4881 ,0.0022 ,0.0125 ,,,,,,,,,,,,,,,
Q6NUQ4,TMEM214,0.3424 ,0.0002 ,0.0033 ,,,,0.5680 ,0.0000 ,0.0000 ,,,,0.3363 ,0.0003 ,0.0034 ,,,,,,,0.3507 ,0.0040 ,0.0276 
Q6NVY1,HIBCH,,,,,,,,,,,,,-0.4849 ,0.0066 ,0.0335 ,,,,,,,,,
Q6NXT4,SLC30A6,,,,,,,0.9586 ,0.0044 ,0.0210 ,,,,,,,,,,,,,,,
Q6NXT6,TAPT1,,,,,,,,,,0.3093 ,0.0000 ,0.0000 ,,,,,,,,,,,,
Q6NY19,KANK3,-0.8797 ,0.0007 ,0.0078 ,,,,,,,,,,,,,,,,,,,,,
Q6NYC1,JMJD6,,,,,,,0.5474 ,0.0003 ,0.0024 ,,,,,,,,,,,,,,,
Q6NYC8,PPP1R18,,,,,,,,,,,,,0.3820 ,0.0032 ,0.0191 ,,,,,,,,,
Q6NZI2,CAVIN1,-1.2023 ,0.0034 ,0.0231 ,,,,,,,,,,,,,,,,,,,,,
Q6P0Q8,MAST2,,,,,,,0.6799 ,0.0053 ,0.0239 ,,,,,,,,,,,,,,,
Q6P161,MRPL54,1.3602 ,0.0000 ,0.0009 ,,,,,,,,,,,,,,,,,,,,,
Q6P179,ERAP2,,,,,,,,,,0.5687 ,0.0044 ,0.0219 ,,,,,,,,,,,,
Q6P1A2,LPCAT3,0.4482 ,0.0012 ,0.0110 ,0.7584 ,0.0000 ,0.0003 ,,,,,,,,,,,,,,,,,,
Q6P1L8,MRPL14,,,,,,,0.4994 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q6P1M0,SLC27A4,0.5705 ,0.0002 ,0.0024 ,,,,0.5990 ,0.0000 ,0.0001 ,0.3906 ,0.0000 ,0.0000 ,0.3233 ,0.0081 ,0.0389 ,,,,,,,,,
Q6P1M3,LLGL2,-0.5473 ,0.0028 ,0.0199 ,,,,,,,,,,,,,,,,,,,,,
Q6P1N0,CC2D1A,,,,,,,,,,,,,0.3684 ,0.0050 ,0.0273 ,,,,,,,,,
Q6P1N9,TATDN1,,,,-0.4241 ,0.0007 ,0.0060 ,,,,,,,,,,,,,,,,,,
Q6P1Q0,LETMD1,,,,,,,,,,,,,,,,0.5049 ,0.0006 ,0.0190 ,,,,,,
Q6P1X6,C8orf82,,,,,,,0.4173 ,0.0068 ,0.0290 ,,,,-0.4124 ,0.0000 ,0.0004 ,,,,,,,,,
Q6P2C8,MED27,0.3675 ,0.0007 ,0.0074 ,,,,,,,,,,,,,,,,,,,,,
Q6P2E9,EDC4,,,,,,,,,,,,,,,,,,,,,,0.3924 ,0.0005 ,0.0077 
Q6P2H8,TMEM53,,,,,,,,,,,,,,,,0.5121 ,0.0003 ,0.0123 ,,,,,,
Q6P2P2,PRMT9,,,,,,,0.3020 ,0.0101 ,0.0393 ,,,,,,,,,,,,,,,
Q6P2Q9,PRPF8,,,,,,,,,,,,,,,,,,,,,,0.4032 ,0.0009 ,0.0109 
Q6P4A7,SFXN4,,,,1.1145 ,0.0014 ,0.0101 ,0.3472 ,0.0130 ,0.0476 ,,,,,,,0.5341 ,0.0026 ,0.0427 ,,,,,,
Q6P4A8,PLBD1,0.7399 ,0.0095 ,0.0470 ,,,,0.4408 ,0.0018 ,0.0105 ,,,,,,,,,,,,,,,
Q6P4E1,CASC4,0.3056 ,0.0010 ,0.0101 ,0.2877 ,0.0015 ,0.0107 ,0.6362 ,0.0005 ,0.0036 ,,,,,,,0.3165 ,0.0000 ,0.0027 ,,,,,,
Q6P587,FAHD1,,,,0.4835 ,0.0018 ,0.0125 ,0.2889 ,0.0082 ,0.0337 ,,,,,,,,,,,,,,,
Q6P5R6,RPL22L1,,,,,,,1.1540 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,
Q6P6B7,ANKRD16,,,,,,,-0.4009 ,0.0042 ,0.0204 ,,,,,,,,,,,,,,,
Q6P6C2,ALKBH5,,,,0.3229 ,0.0117 ,0.0473 ,,,,,,,,,,,,,,,,,,
Q6P996,PDXDC1,,,,,,,0.6037 ,0.0001 ,0.0010 ,,,,0.3154 ,0.0003 ,0.0032 ,0.3536 ,0.0023 ,0.0397 ,,,,,,
Q6P9H5,GIMAP6,,,,0.7424 ,0.0053 ,0.0272 ,,,,,,,,,,,,,,,,,,
Q6PCB0,VWA1,,,,0.6003 ,0.0002 ,0.0025 ,,,,,,,,,,-0.6840 ,0.0003 ,0.0141 ,,,,,,
Q6PCB5,RSBN1L,,,,,,,0.4388 ,0.0015 ,0.0089 ,,,,,,,,,,,,,,,
Q6PCB7,SLC27A1,-0.3258 ,0.0100 ,0.0488 ,,,,,,,,,,,,,,,,,,,,,
Q6PCE3,PGM2L1,,,,-0.5400 ,0.0036 ,0.0204 ,,,,,,,,,,,,,,,,,,
Q6PD74,AAGAB,,,,,,,,,,,,,,,,0.5362 ,0.0029 ,0.0450 ,,,,,,
Q6PHW0,IYD,,,,,,,,,,,,,-0.9337 ,0.0000 ,0.0003 ,,,,,,,,,
Q6PI47,KCTD18,,,,,,,0.7533 ,0.0039 ,0.0193 ,,,,,,,,,,,,,,,
Q6PI48,DARS2,,,,,,,0.4566 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q6PI78,TMEM65,,,,0.5490 ,0.0000 ,0.0007 ,,,,,,,,,,,,,,,,,,
Q6PID8,KLHDC10,,,,,,,,,,,,,0.5474 ,0.0060 ,0.0312 ,,,,,,,,,
Q6PIU2,NCEH1,0.5364 ,0.0016 ,0.0134 ,,,,,,,0.2753 ,0.0001 ,0.0011 ,,,,,,,,,,0.5762 ,0.0009 ,0.0110 
Q6PJF5,RHBDF2,0.6542 ,0.0016 ,0.0135 ,0.6534 ,0.0029 ,0.0176 ,,,,,,,0.5490 ,0.0023 ,0.0151 ,,,,,,,,,
Q6PJG2,MIDEAS,-0.3187 ,0.0036 ,0.0236 ,,,,,,,,,,,,,,,,,,,,,
Q6PJI9,WDR59,,,,,,,,,,,,,,,,,,,,,,0.4222 ,0.0043 ,0.0289 
Q6PKC3,TXNDC11,0.4930 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,,,,,,,
Q6PKG0,LARP1,0.3406 ,0.0001 ,0.0016 ,0.6072 ,0.0000 ,0.0002 ,0.4585 ,0.0000 ,0.0000 ,,,,,,,0.3753 ,0.0000 ,0.0012 ,,,,0.4592 ,0.0000 ,0.0008 
Q6PL18,ATAD2,1.0633 ,0.0079 ,0.0415 ,,,,,,,,,,,,,,,,,,,,,
Q6PML9,SLC30A9,,,,0.3098 ,0.0007 ,0.0060 ,0.3152 ,0.0078 ,0.0324 ,,,,,,,,,,,,,,,
Q6QNY1,BLOC1S2,0.7729 ,0.0059 ,0.0336 ,,,,0.4937 ,0.0068 ,0.0290 ,,,,,,,,,,,,,,,
Q6RFH5,WDR74,,,,,,,0.5436 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q6S8J3,POTEE,,,,-0.7266 ,0.0000 ,0.0005 ,,,,,,,,,,-0.6267 ,0.0008 ,0.0231 ,,,,,,
Q6UB35,MTHFD1L,0.7891 ,0.0000 ,0.0001 ,0.3936 ,0.0003 ,0.0037 ,,,,,,,0.4198 ,0.0000 ,0.0004 ,,,,,,,,,
Q6UN15,FIP1L1,0.3573 ,0.0020 ,0.0156 ,,,,,,,,,,,,,,,,,,,,,
Q6UUV7,CRTC3,,,,,,,,,,-0.6200 ,0.0000 ,0.0000 ,,,,,,,,,,,,
Q6UW56,ATRAID,,,,,,,,,,,,,,,,,,,,,,0.5789 ,0.0030 ,0.0231 
Q6UW78,UQCC3,,,,,,,,,,0.5953 ,0.0000 ,0.0000 ,,,,,,,,,,,,
Q6UWJ1,TMCO3,,,,,,,,,,,,,0.4212 ,0.0000 ,0.0000 ,,,,,,,,,
Q6UWP2,DHRS11,,,,,,,,,,-0.5922 ,0.0000 ,0.0000 ,-0.8119 ,0.0000 ,0.0000 ,,,,,,,,,
Q6UWP7,LCLAT1,,,,0.3126 ,0.0033 ,0.0194 ,,,,,,,,,,,,,,,,0.4833 ,0.0010 ,0.0114 
Q6UWP8,SBSN,1.0671 ,0.0044 ,0.0276 ,,,,,,,0.8022 ,0.0086 ,0.0362 ,,,,,,,,,,,,
Q6UWU4,C6orf89,,,,,,,,,,,,,0.5806 ,0.0013 ,0.0097 ,,,,,,,,,
Q6UWV6,ENPP7,,,,,,,0.8096 ,0.0090 ,0.0361 ,,,,,,,,,,,,,,,
Q6UWW8,CES3,,,,,,,,,,,,,-0.7535 ,0.0001 ,0.0017 ,,,,,,,,,
Q6UWY0,ARSK,,,,,,,,,,,,,,,,,,,,,,0.8007 ,0.0021 ,0.0183 
Q6UX06,OLFM4,,,,,,,0.7339 ,0.0005 ,0.0038 ,0.7089 ,0.0037 ,0.0190 ,1.0545 ,0.0002 ,0.0026 ,,,,,,,,,
Q6UX15,LAYN,,,,,,,,,,,,,,,,,,,,,,1.3160 ,0.0033 ,0.0248 
Q6UX53,METTL7B,1.1174 ,0.0000 ,0.0002 ,0.9015 ,0.0098 ,0.0421 ,,,,0.4331 ,0.0001 ,0.0009 ,-0.3351 ,0.0035 ,0.0205 ,,,,,,,0.8460 ,0.0068 ,0.0390 
Q6UX71,PLXDC2,-0.5366 ,0.0026 ,0.0186 ,-0.3821 ,0.0001 ,0.0011 ,,,,-0.9845 ,0.0000 ,0.0002 ,-0.2691 ,0.0043 ,0.0241 ,,,,,,,,,
Q6UX72,B3GNT9,,,,,,,,,,,,,,,,,,,,,,0.9649 ,0.0023 ,0.0197 
Q6UXB4,CLEC4G,,,,,,,-0.7779 ,0.0129 ,0.0474 ,,,,,,,,,,,,,,,
Q6UXG8,BTNL9,,,,0.5446 ,0.0125 ,0.0498 ,,,,,,,,,,,,,,,,,,
Q6UXH1,CRELD2,1.1183 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,,,,,-0.5580 ,0.0066 ,0.0381 
Q6UXI9,NPNT,,,,0.6190 ,0.0076 ,0.0350 ,,,,,,,,,,,,,,,,0.5564 ,0.0068 ,0.0390 
Q6UXV4,APOOL,0.3345 ,0.0044 ,0.0273 ,0.5630 ,0.0000 ,0.0003 ,0.4338 ,0.0007 ,0.0050 ,,,,,,,,,,,,,,,
Q6UY14,ADAMTSL4,,,,,,,,,,0.3734 ,0.0012 ,0.0084 ,,,,,,,,,,,,
Q6V0I7,FAT4,,,,,,,,,,,,,,,,,,,,,,0.7361 ,0.0009 ,0.0111 
Q6VN20,RANBP10,,,,,,,0.4175 ,0.0020 ,0.0113 ,,,,,,,,,,,,,,,
Q6WCQ1,MPRIP,,,,0.2899 ,0.0016 ,0.0116 ,,,,,,,0.3096 ,0.0027 ,0.0165 ,,,,,,,,,
Q6WKZ4,RAB11FIP1,,,,,,,,,,0.4357 ,0.0006 ,0.0050 ,,,,,,,,,,,,
Q6XE24,RBMS3,,,,,,,,,,,,,0.3778 ,0.0000 ,0.0005 ,0.4472 ,0.0004 ,0.0161 ,,,,,,
Q6XQN6,NAPRT,-0.9848 ,0.0001 ,0.0017 ,-0.9655 ,0.0054 ,0.0273 ,-1.4046 ,0.0026 ,0.0140 ,,,,-1.1378 ,0.0000 ,0.0007 ,,,,,,,,,
Q6Y1H2,HACD2,0.5601 ,0.0058 ,0.0334 ,0.6122 ,0.0001 ,0.0013 ,-0.7422 ,0.0003 ,0.0023 ,-0.3752 ,0.0050 ,0.0243 ,,,,0.7597 ,0.0025 ,0.0415 ,,,,,,
Q6Y7W6,GIGYF2,,,,0.3543 ,0.0002 ,0.0029 ,0.4934 ,0.0000 ,0.0004 ,,,,0.2965 ,0.0001 ,0.0014 ,,,,,,,0.3130 ,0.0005 ,0.0079 
Q6YN16,HSDL2,,,,,,,0.5056 ,0.0001 ,0.0008 ,0.3141 ,0.0003 ,0.0031 ,,,,,,,,,,,,
Q6ZMI3,GLDN,0.6604 ,0.0010 ,0.0098 ,,,,,,,,,,,,,,,,,,,,,
Q6ZNB6,NFXL1,,,,,,,0.4207 ,0.0110 ,0.0419 ,,,,,,,,,,,,,,,
Q6ZNL6,FGD5,-0.8129 ,0.0030 ,0.0208 ,,,,,,,,,,,,,,,,,,,,,
Q6ZNW5,GDPGP1,,,,-1.0216 ,0.0065 ,0.0313 ,,,,,,,-0.3196 ,0.0016 ,0.0111 ,,,,,,,,,
Q6ZP82,CCDC141,0.5280 ,0.0001 ,0.0013 ,,,,,,,,,,,,,,,,,,,,,
Q6ZQN7,SLCO4C1,,,,,,,,,,,,,-0.3235 ,0.0075 ,0.0369 ,,,,,,,,,
